,title,price,metros2,location,Rooms,region
442,Apartamento T2 para arrendamento,1600,55,Penha de França,2, Lisboa
443,Apartamento T4 em São Vicente - Arrendamento -,1700,186,São Victor,4, Braga
444,Apartamento T2 para arrendamento,1300,93.66,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira",2, Lisboa
445,Apartamento T3 para arrendamento,2600,124,Lumiar,3, Lisboa
446,Furnished Apartment in Rato,2900,51,Santo António,, Lisboa
447,Furnished Apartment in Santo António,3870,70,Santo António,, Lisboa
448,Furnished Apartment in Belém,2030,55,Belém,, Lisboa
449,Apartamento T2 para arrendamento,1600,123.4,"Matosinhos e Leça da Palmeira, Matosinhos",2, Porto
450,Apartamento T2 para arrendamento,2200,104.93,Areeiro,2, Lisboa
451,Apartamento T3 para arrendamento,1500,93.1,Lumiar,3, Lisboa
452,Furnished Apartment in Olivais,1740,55,Olivais,, Lisboa
453,Furnished Apartment in Santa Catarina,3730,88,Misericórdia,, Lisboa
454,Furnished Apartment in Alcântara,2900,81,Alcântara,, Lisboa
455,Furnished Apartment in Graça,2760,56,São Vicente,, Lisboa
456,APARTAMENTO T3 NO ALVALADE PLAZA,2300,110,Lumiar,3, Lisboa
457,Furnished Apartment in Santo António,3190,58,Santo António,, Lisboa
458,Furnished Apartment in Alameda,2760,98,Arroios,, Lisboa
459,Furnished Apartment in Belém,2980,70,Belém,, Lisboa
460,T4 com terraço e garagem na Avenida da República,1500,156,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia",4, Porto
461,Furnished Apartment in Graça,2320,68,São Vicente,, Lisboa
462,Furnished Apartment in Avenidas Novas,2320,63,Avenidas Novas,, Lisboa
463,Excelente T4 Duplex  com varanda e terraço na Alameda das Linhas de...,2600,180,Lumiar,4, Lisboa
464,Apartamento T4 para arrendamento,1850,151,"Laranjeiro e Feijó, Almada",4, Setúbal
465,Apartamento T2+1 Campo de Ourique c/ garagem,1950,88,Campo de Ourique,2, Lisboa
466,Apartamento T4 para arrendamento,3500,224,"Sacavém e Prior Velho, Loures",4, Lisboa
467,Apartamento T4 para arrendamento,3500,190,"Queluz e Belas, Sintra",4, Lisboa
468,T3 Como Novo em Espinho,1000,125,Espinho,3, Aveiro
469,Apartamento T4 mobilado em Ramalde,2500,143.1,Ramalde,4, Porto
470,Apartamento T4 para arrendamento,2900,148.49,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras",4, Lisboa
471,TO RENT * T2 | LISBOA | CAMPO DE OURIQUE,1500,78,Campo de Ourique,2, Lisboa
472,Apartamento T1 Centro de Aveiro,1240,75.75,Glória e Vera Cruz,1, Aveiro
473,Apartamento T1+1 (Mezzanine) Novo - Centro Histórico,820,44.85,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,1, Viana do Castelo
474,Apartamento T3 Arrendamento Porto,2750,130,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",3, Porto
475,T4 novo a estrear com vista rio,2800,189.5,Vila Franca de Xira,4, Lisboa
476,Apartamento T1 para arrendamento,1000,38,Belém,1, Lisboa
477,Furnished Apartment in Principe Real,1890,47,Misericórdia,, Lisboa
478,Furnished Apartment in Baixa,3340,121,Santa Maria Maior,, Lisboa
479,Apartamento T6 para arrendamento,14900,452,Avenidas Novas,6, Lisboa
480,T3 mobilado com vista para o rio Tejo,,220,Alcochete,3, Setúbal
481,Furnished Apartment in Estrela,2180,66,Campo de Ourique,, Lisboa
482,Furnished Apartment in Avenidas Novas,4130,94,Arroios,, Lisboa
483,Excelente Apartamento T4 Totalmente Renovado,2045,135,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras",4, Lisboa
484,Apartamento T3 para arrendamento,3500,90,Arroios,3, Lisboa
485,Furnished Apartment in Santo António,3340,103,Santo António,, Lisboa
486,Furnished Apartment in Lapa with balcony,2920,120,Estrela,, Lisboa
487,Furnished Apartment in Arroios,2500,74,Arroios,, Lisboa
488,"Imóvel T3 renovado em Benfica, muito luminoso e soalheiro, com vista p",1500,88,Benfica,3, Lisboa
489,Apartamento T3 duplex de luxo em Esmoriz,1300,153.8,"Esmoriz, Ovar",3, Aveiro
490,Apartamento T2 com piscina em Sesimbra,2250,114,"Santiago (Sesimbra), Sesimbra",2, Setúbal
491,T2 Quinta dos Barros / Hospital Santa Maria / Universidade Católica,1600,87,São Domingos de Benfica,2, Lisboa
492,Apartamento T1 para arrendamento,1400,54.22,Alvalade,1, Lisboa
493,Furnished Apartment in Avenidas Novas with balcony and parking,2530,52,Arroios,, Lisboa
494,T1 Troia Resort,850,65,"Carvalhal, Grândola",1, Setúbal
495,Apartamento T4 de Charme Remodelado,6000,171,Avenidas Novas,4, Lisboa
496,"Apartamento T3 disponível para arrendamento de Inverno, c...",1200,100,"Tavira (Santa Maria e Santiago), Tavira",3, Faro
497,Furnished Apartment in Estefânia,2610,75,Arroios,, Lisboa
498,Apartamento T4 para arrendamento,2500,152,Lumiar,4, Lisboa
499,Apartamento T4 para arrendamento,3000,140,Areeiro,4, Lisboa
500,"Apartamento T4 com vista Marquês de Pombal, em Lisboa",5300,235,Arroios,4, Lisboa
501,1BR in Picoas with parking,2320,75,Avenidas Novas,1, Lisboa
502,LOFT Zona Nobre c/ varanda 3 minutos carro Colombo e Belém,895,20,"Alfragide, Amadora",3, Lisboa
503,Apartamento T3 para arrendamento,1950,133,Ramalde,3, Porto
504,Apartamento T1 para Arrendamento Anual em Portimão,750,57,Portimão,1, Faro
505,"New 1BR Apartment in Saldanha, with pool and parking",2610,62,Arroios,1, Lisboa
506,1BR Apartment in Campo Pequeno,2110,42,Areeiro,1, Lisboa
507,Spacious 2BR Apartment with parking in Santo António,2900,104,Avenidas Novas,2, Lisboa
508,2BR in Campo de Ourique,2540,85,Campo de Ourique,2, Lisboa
509,2BR with parking in Principe Real,2610,85,Santo António,2, Lisboa
510,New 2BR in Amoreiras,3050,100,Campo de Ourique,2, Lisboa
511,Arrendamento apartamento T0 com Terraço na Cordoaria no centro do Port,1000,32,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0, Porto
512,To Rent Cascais T2 l Estoril Sol Residence,8000,166,"Cascais e Estoril, Cascais",2, Lisboa
513,LOURES - Quinta do Infantado - Arrendamento T4 (apartamen...,2000,251,Loures,4, Lisboa
514,Charming 2BR next to Liberdade,3730,130,Santo António,2, Lisboa
515,Brand New 2BR with parking in Chiado,3770,104,Misericórdia,2, Lisboa
516,Brand New 2BR with parking and pool in Santo António,3770,116,Avenidas Novas,2, Lisboa
517,"Apartamento T1 no Marquês de Pombal, em Lisboa",4500,80,Santo António,1, Lisboa
518,Beautiful Furnished Saldanha 2BR,2610,80,Arroios,2, Lisboa
519,Estudio mobilado/total/ equipado c/ varanda 3 minutos carro Colombo,895,18,"Alfragide, Amadora",3, Lisboa
520,Apartamento T2 - Matosinhos,960,110,"Custóias, Leça do Balio e Guifões, Matosinhos",2, Porto
521,T1 (loft) mob totalm equipad -Zona Nobre -Alfragide Norte prox Colomb,995,26,"Alfragide, Amadora",1, Lisboa
522,"Apartamento T1 disponível para arrendamento anual, locali...",700,52,"Conceição e Cabanas de Tavira, Tavira",1, Faro
523,"Apartamento T2 para arrendamento de Inverno, localizado e...",850,67.12,"Conceição e Cabanas de Tavira, Tavira",2, Faro
524,"STUDIO: loft luminoso Zona Parque das Nações, metro Olivais",995,19,Olivais,, Lisboa
525,Luminoso Estudio T1 c/ varanda -Mobl totalm equipado- Alvalade- metro,1095,22,Alvalade,1, Lisboa
526,T1 (contas incluidas) - Nova Residência Smart Studios CARCAVELOS,819,26,"Carcavelos e Parede, Cascais",1, Lisboa
527,"EstudioT1, mobilado totalm equipado -Alvalade / cid Universitaria",1095,28,Avenidas Novas,1, Lisboa
528,"Apartamento T2 disponível para arrendamento temporário, s...",700,84.4,"Luz de Tavira e Santo Estêvão, Tavira",2, Faro
529,Studio Executive (Contas Incluidas) - STA APOLÓNIA Smart Studios,749,25,Penha de França,, Lisboa
530,T2 no Bº da Assunção - Cascais,1600,82.56,"Cascais e Estoril, Cascais",2, Lisboa
531,LOFT Zona Nobre c/ varanda 3 minutos carro Colombo e Belém,895,20,"Alfragide, Amadora",3, Lisboa
532,Studio Standard (Contas Incluidas) - STA APOLÓNIA Smart Studios,645,16,Penha de França,, Lisboa
533,Apartamento de Charme T5,3950,162.6,Santo António,5, Lisboa
534,APARTAMENTO T2 MODERNO E MOBILIADO PARA ARRENDAMENTO ANUAL,800,67.97,Vila Real de Santo António,2, Faro
535,Studio Superior (contas incluidas) - STA APOLÓNIA Smart Studios,669,20,Penha de França,, Lisboa
536,T1 (Contas Incluidas) - STA APOLÓNIA Smart Studios,998,41,Penha de França,1, Lisboa
537,Estúdio T1 mobilad totalmente equipado/ Cid Universitária /Entrecampos,995,20,Avenidas Novas,1, Lisboa
538,"Apartamento T1 - Campo de Santana , Arroios , Lisboa",1250,70,Arroios,1, Lisboa
539,Apartamento T3 para arrendamento,1980,87,"São Domingos de Rana, Cascais",3, Lisboa
540,T3 com grande terraço e varanda à Rua da Boavista | 2 Wc | Remodelado,1800,88,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",3, Porto
541,T3 de luxo ao  Aviz | 2 lug. garagem | varanda | suite,2950,156,"Aldoar, Foz do Douro e Nevogilde",3, Porto
542,Olhão - T3 de Luxo com piscina - Marina Village,2000,170,Faro (Sé e São Pedro),3, Faro
543,Apartamento T2 para arrendamento,2400,91,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras",2, Lisboa
544,Apartamento T2 para arrendamento,1600,89.3,Santa Maria Maior,2, Lisboa
545,"T1 Novo, Chaves, Santa Maria Maior",350,39.3,"Santa Maria Maior, Chaves",1, Vila Real
546,Apartamento T1 para arrendamento,1500,48,Santa Maria Maior,1, Lisboa
547,Aparmento T1 Praça de Espanha com garagem - Novo a estrear,1500,58,Campolide,1, Lisboa
548,Apartamento T1 c/ Garagem em S. Martinho do Bispo,675,59,São Martinho do Bispo e Ribeira de Frades,1, Coimbra
549,"REF3757 T1 Renovado, Universidade Fernando Pessoa, USF Covelo, Paranho",850,70,Paranhos,3757, Porto
550,"Apartamento T2, totalmente renovado - Mouraria",1300,46.81,Arroios,2, Lisboa
551,"REF0550 T3 Próximo à Rotunda da Areosa / Lidl, Paranhos",1100,120,Paranhos,550, Porto
552,Apartamento T3 para arrendamento,1300,119.6,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal",3, Setúbal
553,Apartamento T4 para arrendamento,2900,161.5,Estrela,4, Lisboa
554,Apartamento T2 para arrendamento,1050,90,Lordelo do Ouro e Massarelos,2, Porto
555,Arrendamento T3 Duplex em edifício de Luxo em cascais,19000,273,"Cascais e Estoril, Cascais",3, Lisboa
556,Apartamento T3 para arrendamento,900,151,Darque,3, Viana do Castelo
557,"T3 Duplex c/ varanda e 2 lugares de garagem - Bonfim, Porto",1625,167,Bonfim,3, Porto
558,Arrenda-se T1 Novo C/Terraço- Braga C. Histórico,950,40,São Victor,1, Braga
559,Apartamento T3 para arrendamento,790,95,Azambuja,3, Lisboa
560,Apartamento T2 Mezanino c/ garagem box / Matosinhos,1200,94,"Matosinhos e Leça da Palmeira, Matosinhos",2, Porto
561,T2 no Fluvial | Mobilado e Equipado | Vistas de rio e Mar,1500,90,"Aldoar, Foz do Douro e Nevogilde",2, Porto
562,Apartamento T1+2 Duplex em Alcochete,1300,120,"São Francisco, Alcochete",1, Setúbal
563,T1 - Vista Mar - Costa da Caparica,850,55,"Costa da Caparica, Almada",1, Setúbal
564,Apartamento T2 para arrendamento,2300,109,"São Domingos de Rana, Cascais",2, Lisboa
565,"ERICEIRA | T2 c/ Piscinas, Ginásio, Campo Ténis, Garagem e Vista Mar",1600,110,"Ericeira, Mafra",2, Lisboa
566,Apartamento T2 | Avenidas Novas,529500,70,Avenidas Novas,2, Lisboa
567,Apartamento T3 para arrendamento,850,103,Santo António dos Olivais,3, Coimbra
568,Laranjeiras - Cidade Universitária,600000,106,São Domingos de Benfica,, Lisboa
569,Apartamento T1| Mobilado | Junto Miradouro São Pedro de Alcântara,1800,70,Misericórdia,1, Lisboa
570,Apartamento T3 para arrendamento,1950,168,Olivais,3, Lisboa
571,T2 Matosinhos Sul- Último Piso c/ Terraço!,1200,85,"Matosinhos e Leça da Palmeira, Matosinhos",2, Porto
572,T3 para Arrendamento em Miraflores,1850,151,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras",3, Lisboa
573,T3 Matosinhos Sul | Último piso | 4 Lugares de Garagem,3000,147,"Matosinhos e Leça da Palmeira, Matosinhos",3, Porto
574,Apartamento em Funchal,800,35,"Sé, Funchal",, Ilha da Madeira
575,Apartamento em Funchal,1000,85,"Sé, Funchal",, Ilha da Madeira
576,Arrendamento Apartamento T6 - Covilhã,700,180,"Covilhã e Canhoso, Covilhã",6, Castelo Branco
577,"T1 remodelado com terraço e arrecadação, vista sobre Lisboa",890,55,São Vicente,1, Lisboa
578,Apartamento T1 para arrendamento,650,38.5,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",1, Porto
579,One bedroom apartment for rent in São Vicente,1600,45,São Vicente,, Lisboa
580,T0 LUMIAR COM VISTA PARA ESTÁDIO DE ALVALADE,900,47,Lumiar,0, Lisboa
581,Apartamento - 88 m2 - T3,2200,88,Santa Maria Maior,88, Lisboa
582,ÓPTIMO T2 NA PÓVOA DA GALEGA (MAFRA),790,85,"Milharado, Mafra",2, Lisboa
583,T3 MOBILADO - PAREDES DE COURA,600,150,"Paredes de Coura e Resende, Paredes de Coura",3, Viana do Castelo
584,Apartamento T2 para arrendamento,1000,80,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras",2, Lisboa
585,Apartamento T2 para arrendamento,850,82,"Agualva e Mira-Sintra, Sintra",2, Lisboa
586,T4 em Condomínio no Bairro do Rosário,9000,225,"Cascais e Estoril, Cascais",4, Lisboa
587,MY DOOR Arrenda Excelente T1 - Moscavide - A ESTREAR - 1º...,935,47,"Moscavide e Portela, Loures",1, Lisboa
588,T1 Parque Luso,850,55,"Corroios, Seixal",1, Setúbal
589,"Apartamento T1 Mobilado para Arrendamento em Santos, Lisboa",1450,35.12,Misericórdia,1, Lisboa
590,T1 condominio fechado em frente ao mar,700,55,"Aver-O-Mar, Amorim e Terroso, Povoa de Varzim",1, Porto
591,Arrendamento t3 Aguçadoura,750,90,"Aguçadoura e Navais, Povoa de Varzim",3, Porto
592,Arrendamento t3 condominio fechado,800,103,"Apúlia e Fão, Esposende",3, Braga
593,T1 com varanda em Rio Tinto,730,66,"Rio Tinto, Gondomar",1, Porto
594,T2 com Terraço – Metro Avenida de Roma,1450,80,Alvalade,2, Lisboa
595,Apartamento T1 no Algarve para arrendamento,1000,70,Faro (Sé e São Pedro),1, Faro
596,Apartamento T2 para arrendamento,1600,106,"Matosinhos e Leça da Palmeira, Matosinhos",2, Porto
597,T1 Soalheiro remodelado a estrear,1200,55,Benfica,1, Lisboa
598,Apartamento T2 para arrendamento,850,76,"Almada, Cova da Piedade, Pragal e Cacilhas, Almada",2, Setúbal
599,"Apartamento T4+1 Arrendamento em Bonfim,Porto",2000,195,Bonfim,4, Porto
600,T4 Duplex Novo C/Garagem Antas Garden - Porto,3000,189,Bonfim,4, Porto
601,Apartamento T2+1 com Terraço,850,110,"Leiria, Pousos, Barreira e Cortes",2, Leiria
602,T1 (Loft) Zona Nobre- Qtª Grande-Alfragide 3 mints carro Colombo,995,25,"Alfragide, Amadora",1, Lisboa
603,t3 condominio fechado vistas mar,900,120,"Apúlia e Fão, Esposende",3, Braga
604,t2 em condominio fechado (setembro a junho),700,80,"Apúlia e Fão, Esposende",2, Braga
605,"Apartamento T5 no Edifício Gemini, Avenidas Novas",2800,150,Avenidas Novas,5, Lisboa
606,Arrenda-se t2+1 Avenida dos Banhos,1200,90,"Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim",2, Porto
607,T3 Renovado nos Olivais junto à estação de Metro da Encarnação,1300,100,Olivais,3, Lisboa
608,"Arrendamento t2 completamente mobilado e equipado, com garagem",800,96,"Aver-O-Mar, Amorim e Terroso, Povoa de Varzim",2, Porto
609,Arrenda-se na 1.ª Linha de Mar - T2 (108 m2),1200,80,"Buarcos e São Julião, Figueira da Foz",1, Coimbra
610,T2 para arrendar,1450,76,Olivais,2, Lisboa
611,Apartamento T2 Pinhal Novo (Visitas livres - Sábado 10h30 ás13h),750,85,"Pinhal Novo, Palmela",2, Setúbal
612,Arrenda-se t2 zona nobre (continente Póvoa de Varzim),750,101,"Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim",2, Porto
613,Apartamento T2 - Monte Estoril,2500,100,"Cascais e Estoril, Cascais",2, Lisboa
614,"Apartamento T3 sem móveis, no Bairro do Rosário em Cascais",1800,108,"Cascais e Estoril, Cascais",3, Lisboa
615,Apartamento - 102 m2 - T2,2200,102,"Cascais e Estoril, Cascais",102, Lisboa
616,Apartamento acolhedor Junto á Praia,950,45,"Costa da Caparica, Almada",, Setúbal
617,Apartamento - 120 m2 - T2,1700,120,Belém,120, Lisboa
618,"T2 São Pedro do Estoril, Murtal - Parqueamento/Arrecadação",1400,72,"São Domingos de Rana, Cascais",2, Lisboa
619,T2 Canelas Gaia Arrendar com Lugar de Garagem como novo,790,105.5,"Canelas, Vila Nova de Gaia",2, Porto
620,Apartamento - 65 m2 - T1,2000,65,Santo António,65, Lisboa
621,Apartamento - 79 m2 - T2,2750,79,Campo de Ourique,79, Lisboa
622,Apartamento T1 para arrendamento,1300,55,Avenidas Novas,1, Lisboa
623,T3 Mobilado - Figueira da Foz - 1ª Linha de MAR - Avenida Brasil,1300,130,"Buarcos e São Julião, Figueira da Foz",3, Coimbra
624,APARTAMENTO T2 - BRANDOA,950,100,"Encosta do Sol, Amadora",2, Lisboa
625,APARTAMENTO SESIMBRA EM CIMA DO MAR - ARRENDAMENTO FÉRIAS...,750,45,"Santiago (Sesimbra), Sesimbra",, Setúbal
626,Apartamento - 166 m2 - T3,2950,166,"Cascais e Estoril, Cascais",166, Lisboa
627,Apartamento T2 Mobilado com Vista Rio em Belém,2100,100,Belém,2, Lisboa
628,T1 Novo Boavista para Arrendamento,870,61,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",1, Porto
629,"Apartamento Duplex no Saldanha, Lisboa",1250,50,Arroios,, Lisboa
630,Estúdio Alma Shopping Coimbra,550,45,Santo António dos Olivais,, Coimbra
631,Apartamento de luxo T0 Antas Bonfim Porto,675,40,Bonfim,0, Porto
632,"Arrenda-se T1  zona da Maternidade, Palácio de Cristal, Hosp. Stº A...",700,43,Lordelo do Ouro e Massarelos,1, Porto
633,Vendo Apartamento T2 com Parqueamento e Arrecadação Montijo,215000,98,"Montijo e Afonsoeiro, Montijo",2, Setúbal
634,Apartamento T3 para arrendamento,950,260,União de Freguesias da cidade de Santarém,3, Santarém
635,"Apartamento T2 com terraço e varanda, nas Amoreiras",4000,156,Campo de Ourique,2, Lisboa
636,APENAS PARA 6 MESES - Apartamento T2 no Porto,1000,62,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",6, Porto
637,T3 no Forum Oeiras. Junto ao Oeiras Park e Tagus Park.,2200,200,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras",3, Lisboa
638,Apartamento mobilado com vista explêndida em Torres novas,475,120,"Torres Novas (Santa Maria, Salvador e Santiago), Torres Novas",, Santarém
639,"REF3575 T1 Luxo – Mobilado & Equipado, Próx. Antas / H. S. João",950,80,Paranhos,3575, Porto
640,T2 Mobilado e Remodelado Moderno Vista desafogada Rio/Ponte/Monsanto,1300,62.5,Campo de Ourique,2, Lisboa
641,Av EUA T1+1 frente Metro Roma,1200,70,Alvalade,1, Lisboa
642,Apartamento T2 para arrendamento,850,135,Azambuja,2, Lisboa
643,T3 Totalmente Renovado - Alcabideche,2000,89,"Alcabideche, Cascais",3, Lisboa
644,Apartamento T3 para arrendamento,1950,132,Benfica,3, Lisboa
645,Apartamento T3 para arrendamento,1300,105,Vila Franca de Xira,3, Lisboa
646,"Apartamento T1 com terraço de 17,70 m2 e lugar de garagem no Centro...",900,54,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia",1, Porto
647,Apartamento T2 para arrendamento,1100,72,Benfica,2, Lisboa
648,Apartamento T2 para arrendar na Quinta do Conde,750,77,"Quinta do Conde, Sesimbra",2, Setúbal
649,Apartamento T4 de Luxo com terraço em Espinho,3000,186,Espinho,4, Aveiro
650,Duplex T1 para arrendamento,1000,63,"Algueirão-Mem Martins, Sintra",1, Lisboa
651,Apartamento T5 com 6 assoalhadas e 1 Parqueamento,1650,225,"Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães, Torres Vedras",5, Lisboa
652,Arrendamento T3 - Parque das Nações Vista Rio,4500,200,"Moscavide e Portela, Loures",3, Lisboa
653,"Brand new T1 apartment for rent in Principe Real, Lisbon!",1800,56,Misericórdia,1, Lisboa
654,T1+1 com vista frontal de Rio em Santa Apolónia,1000,80,São Vicente,1, Lisboa
655,Apartamento T3 para arrendamento,3200,106.8,Avenidas Novas,3, Lisboa
656,Apartamento T1 para arrendamento,1850,41,Avenidas Novas,1, Lisboa
657,duplex mobilado no coração do principe real,2000,100,Santo António,, Lisboa
658,T3 I  TERRAÇO  I  RENOVADO  I  METRO A PORTA   I AV.DE ROMA,2500,121,Alvalade,3, Lisboa
659,Apartamento T2 sem móveis em Alcabideche,1450,113,"Alcabideche, Cascais",2, Lisboa
660,T1 Graça I Equipado e Mobilado I Estacionamento e Arrecadação,1500,49,São Vicente,1, Lisboa
661,T5 de charme no Bairro de São Miguel,2500,193,Alvalade,5, Lisboa
662,Apartamento T2 (T3) Pontinha,1100,110,"Pontinha e Famões, Odivelas",2, Lisboa
663,T4+1 Duplex com 2 Suites + TERRAÇO + 2 GARAGEM no centro ...,5000,200,"Cascais e Estoril, Cascais",4, Lisboa
664,Apartamento T3 para arrendamento,1250,87.1,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",3, Porto
665,Apartamento T2 para arrendamento,2000,144,"Cascais e Estoril, Cascais",2, Lisboa
666,Elegante apartamento T2,900,100,"São Gonçalo de Lagos, Lagos",2, Faro
667,Apartamento T1 para arrendamento,2200,54,Santo António,1, Lisboa
668,Apartamento T2 para arrendamento,1400,68,"Cascais e Estoril, Cascais",2, Lisboa
669,Apartamento T2 Mobilado Garagem SO PARTICULARES,1950,80,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras",2, Lisboa
670,T4 Semi Novo Urb.Alto da Mira Equipado Mobilado,1650,135,"Mina de Água, Amadora",4, Lisboa
671,Apartamento T3 para arrendamento,1200,100,"Carnaxide e Queijas, Oeiras",3, Lisboa
672,"ENTRECAMPOS - T2 Renovado, cozinha semi equipada e varanda",1300,85,Avenidas Novas,2, Lisboa
673,T2 na Rua da Fraternidade Operária em Lisboa,1150,100,Marvila,2, Lisboa
674,Studio T0 com Vista para Porto de Leixões - Matosinhos,1150,50,"Matosinhos e Leça da Palmeira, Matosinhos",0, Porto
675,"Arrendamento | Casa T1 | Cedofeita, Porto",1275,43,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",1, Porto
676,T3 em Alcabideche - Pai do Vento,1500,102,"Alcabideche, Cascais",3, Lisboa
677,Apartamento T3 para arrendamento,900,101.95,"Caldas da Rainha - Santo Onofre e Serra do Bouro, Caldas da Rainha",3, Leiria
678,Apartamento T2 no Principe Real  para arrendamento mobilado e equipado,1900,121,Santo António,2, Lisboa
679,Apartamento T2 para arrendamento,2000,88.9,Areeiro,2, Lisboa
680,Apartamento T2 para arrendamento,2400,90,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras",2, Lisboa
681,"Apartamento T1 novo, na Avenida da Liberdade, Lisboa",2000,65,Santo António,1, Lisboa
682,T3 Excelente Monte Abraão Equipado C\Arrec.Indiv. Disp. Jan ou Fev,1200,137,"Massamá e Monte Abraão, Sintra",3, Lisboa
683,T3 Matosinhos Sul com vista fantastica de mar,1500,120,"Matosinhos e Leça da Palmeira, Matosinhos",3, Porto
684,Apartamento T2 junto ao Casino com garagem e varandas com...,2750,100,"Cascais e Estoril, Cascais",2, Lisboa
685,Apartamento de charme único em plena Avenida Sidónio Pais...,10000,585,Avenidas Novas,, Lisboa
686,"Apartamento T2, condomínio, Jardins da Parede, Cascais",2500,98,"Carcavelos e Parede, Cascais",2, Lisboa
687,Apartamento T1 no Chiado,2500,83,Santa Maria Maior,1, Lisboa
688,T3 com 95m2 em Benfica - Renovado - Lisboa,1650,95,Benfica,3, Lisboa
689,T2 Condominio Fechado *Aeroporto + Metro* 100m2+Garagem BOX+2 frentes,900,102,"Moreira, Maia",2, Porto
690,Elegante T3 totalmente mobilado (garagem 2 carros) / Zona Matosinhos,1600,120,"São Mamede de Infesta e Senhora da Hora, Matosinhos",3, Porto
691,Apartamento T3+1 próximo da Praça Velasques/Metro Combatentes,1200,169,Bonfim,3, Porto
692,"Apartamento T2 com varanda, Amoreiras, Lisboa",3200,108,Campo de Ourique,2, Lisboa
693,"Excelente Apartamento C/Box, Varanda e Terraço na Praia",1300,115,"Canidelo, Vila Nova de Gaia",, Porto
694,Apartamento T3 para arrendamento,2250,78,Santa Clara,3, Lisboa
695,Apartamento T3 para arrendamento,4000,165,Campo de Ourique,3, Lisboa
696,Apartamento T4 para arrendamento,1600,152.37,"Leiria, Pousos, Barreira e Cortes",4, Leiria
697,Apartamento de Luxo T2 - Avenida da Liberdade,7000,151.9,Santo António,2, Lisboa
698,T3 NOVOS - Em Guimarães,970,140,"Urgezes, Guimarães",3, Braga
699,Oportunidade - Apartamento T3 na Avenida Conde Valbom,1850,121,Avenidas Novas,3, Lisboa
700,Apartamento T2 para arrendamento,2000,112,Estrela,2, Lisboa
701,Apartamento LUXO T0 NOVO - Ed Evolution com Varanda Garagem Arrumo,780,35,"São Mamede de Infesta e Senhora da Hora, Matosinhos",0, Porto
702,Apartamento T1 Duplex+2 Arrendamento Aveiro Glória e Vera...,1250,104,Glória e Vera Cruz,1, Aveiro
703,Apartamento T3 para arrendamento,3000,181.5,Areeiro,3, Lisboa
704,Apartamento T3 para arrendamento,4775,152,Parque das Nações,3, Lisboa
705,Apartamento T4 para arrendamento,4000,137,Estrela,4, Lisboa
706,Apartamento T2 mobilado (disponível para Maio 2023) com v...,2450,120,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras",2, Lisboa
707,Apartamento T2 para arrendamento,1250,75,São Domingos de Benfica,2, Lisboa
708,T4 Duplex Novo com Cozinha Totalmente Equipada - Viseu,1000,119,Viseu,4,
709,T3 Duplex Novo com Cozinha Totalmente Equipada - Viseu,900,103,Viseu,3,
710,T2 Novo com Cozinha Totalmente Equipada - Viseu,800,63,Viseu,2,
711,T2 Novo com Cozinha Totalmente Equipada - Viseu,800,74,Viseu,2,
712,Apartamento T4 para arrendamento,2200,168,Lordelo do Ouro e Massarelos,4, Porto
713,Apartamento T2 mobilado e equipado no condomínio Vila Foz.,2000,105.8,"Aldoar, Foz do Douro e Nevogilde",2, Porto
714,Apartamento T2 para arrendamento,2250,120,Belém,2, Lisboa
715,T3 Excelente Urb.Terraços Ponte Equipado C\Parqueamento Arrec.Ind,1750,115,"Sacavém e Prior Velho, Loures",3, Lisboa
716,"Apartamento T2 em condomínio na Estrela, Lisboa",1900,83,Estrela,2, Lisboa
717,Apartamento T3 em Algés para arrendar com garagem,3500,153,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras",3, Lisboa
